Date,Close,High,Low,Open,Volume
2020-01-02,43.89439392089844,44.16157087581144,43.6099794249209,43.94610654409202,759900
2020-01-03,44.14432907104492,44.256368145555825,43.51517367771847,43.51517367771847,704800
2020-01-06,44.29084777832031,44.351177528559866,43.980578612674144,44.15295073666921,678700
2020-01-07,42.6533203125,44.10985800310322,42.575753022010794,44.03229071261401,1367200
2020-01-08,44.04090881347656,44.47183748401048,43.10148418020362,43.10148418020362,1111000
2020-01-09,43.82544708251953,44.161574227199075,43.6616953615667,43.997819218521215,1112000
2020-01-10,44.00643539428711,44.178804225958906,43.92024769072649,43.989197853574986,684800
2020-01-13,44.101234436035156,44.23913475391306,43.6185964743606,43.85129832919278,827200
2020-01-14,44.2391357421875,44.50630939473311,43.97195880191729,44.27360753470252,928500
2020-01-15,45.462974548339844,45.78186084261833,45.1182302982862,45.30783996458819,1018900
2020-01-16,45.79047775268555,45.850807498669056,45.43711640290015,45.74738554665797,1086900
2020-01-17,46.14384460449219,46.32483386402322,45.97147247210432,46.23864944169177,819400
2020-01-21,45.592254638671875,46.12660526934939,45.43712005432601,45.88528626602242,1115300
2020-01-22,46.092132568359375,46.23002961848953,45.816338468099076,46.005948144924915,808900
2020-01-23,45.77323913574219,46.023178527635736,45.445732459734245,45.86804395940695,886200
2020-01-24,45.7818603515625,46.16969680678171,45.49744914288494,46.02318263910156,892100
2020-01-27,45.54916000366211,45.824954094892,45.24751124379345,45.34231607910214,610300
2020-01-28,45.669822692871094,45.971471452062985,45.54054277451748,45.54915990146944,580800
2020-01-29,45.514686584472656,45.99732458304607,45.45435683465098,45.76462271042327,531500
2020-01-30,45.7818603515625,45.799097892652775,45.13546735543874,45.57501643392878,469200
2020-01-31,45.34231185913086,46.126601849521066,45.29059923894127,45.93699219655049,864400
2020-02-03,46.04903793334961,46.34206956042126,45.66120147285407,45.66120147285407,1114800
2020-02-04,46.12660598754883,46.75576146153652,45.91975877595875,45.962854273845146,957400
2020-02-05,46.03179931640625,46.65233763869909,46.023182189807635,46.59200788933448,788300
2020-02-06,46.30759048461914,46.46272505543994,45.842186772156744,45.96284955102536,896200
2020-02-07,46.281734466552734,46.57476605979472,46.238642262078066,46.35930174969692,603600
2020-02-10,46.26449966430664,46.64371568893305,46.178315250258485,46.238644997637124,890700
2020-02-11,46.30759048461914,46.454107929383035,45.99732134297754,46.16969345363672,1260800
2020-02-12,45.1527099609375,46.23865215735251,45.00619577682406,46.05765959946657,1144300
2020-02-13,47.100502014160156,48.401905069951,45.89390049817921,45.902517624443874,1326600
2020-02-14,47.53143310546875,47.703801941437156,47.20392639922414,47.40215319076765,815100
2020-02-18,47.410770416259766,48.0140712065806,47.27287337456284,47.59176295476338,1247300
2020-02-19,47.37629699707031,47.89341006377048,47.35905945648368,47.66932861159366,765300
2020-02-20,48.18644332885742,48.27262774701802,47.152213872306206,47.47972057922114,1691500
2020-02-21,48.84144592285156,49.22066519481623,48.134723282202906,48.169198359240475,1306500
2020-02-24,48.074398040771484,48.42775939416866,47.79860397410659,47.833079054370856,1052600
