Date,Close,High,Low,Open,Volume
2020-07-10,29.324003219604492,29.324003219604492,23.69568575092431,26.486196456416963,318622411
2020-07-13,27.4321346282959,31.641549111915708,25.067295436201423,30.317237720959508,94119711
2020-07-14,27.47943115234375,28.851038628505336,25.44566977380314,26.0132315502917,46062011
2020-07-15,33.10774612426758,33.10774612426758,27.337538581763717,28.378068106515066,63512379
2020-07-16,28.898332595825195,34.0536824690869,28.378068724239085,32.44559118635508,56617200
2020-07-17,29.371301651000977,31.97262472748744,29.13481773495675,29.79697342157222,32947884
2020-07-20,28.851037979125977,30.08075363031511,27.24294661597485,29.749677588692034,28418840
2020-07-21,30.08075523376465,31.40506668776559,29.04022738309135,30.5537230946995,24776608
2020-07-22,29.324003219604492,31.310466510452606,29.182113242290907,30.080750968096254,16183000
2020-07-23,35.945552825927734,36.93878448495256,30.837499138860085,31.168578764173663,69549251
2020-07-24,35.472591400146484,37.83743082682292,34.242875619966455,34.52665562947591,48058702
2020-07-27,39.918487548828125,41.05361111868481,36.89149256536307,36.89149256536307,85136046
2020-07-28,38.026615142822266,42.42521389959451,37.12797552311882,42.046841791822395,51805011
2020-07-29,37.03338623046875,38.12121018302194,35.56718292428986,37.837430178375826,21934229
2020-07-30,37.88472366333008,39.72929898054714,37.17527189582031,37.50635155239984,38572300
2020-07-31,39.39822006225586,39.72929608625813,38.310392654606055,38.594172619244866,21340345
2020-08-03,38.546878814697266,40.675234086674415,38.35769095771876,39.87119020508857,25229928
2020-08-04,37.553646087646484,39.39822132983212,37.2698661138775,38.97254956494957,26443818
2020-08-05,38.546878814697266,39.01984665291441,37.1752713621759,37.31716315702434,19029600
2020-08-06,37.4117546081543,38.78336203599705,36.891490717167926,38.68876991343886,18717277
2020-08-07,37.08068084716797,38.64147261594589,36.89149298197896,37.695536898459245,18537718
2020-08-10,35.23610305786133,36.371226562625,34.99961914472132,34.99961914472132,26858391
2020-08-11,34.195579528808594,36.65501108741977,33.438828026043375,35.56718350853872,25472679
2020-08-12,32.776668548583984,34.19557188647147,31.594249100344417,33.86449227588972,34648373
2020-08-13,35.472591400146484,36.18204322814941,32.11452013595767,32.77667589711879,27680300
2020-08-14,35.188804626464844,36.08744415755251,34.24286903762685,35.377992465924024,12145638
2020-08-17,36.70230484008789,38.073912341794525,35.283401274555175,35.37799701066571,25764300
2020-08-18,36.98607635498047,37.64823192216698,36.41851650222492,37.22256022837154,12717495
2020-08-19,36.56041717529297,38.073912890281015,36.51311750232713,36.93878929981077,8541168
2020-08-20,37.03338623046875,37.31716623511486,35.75637079687345,35.75637079687345,7990322
2020-08-21,37.459049224853516,38.215800609968156,37.26986498703289,37.5063488927667,13558474
2020-08-24,37.790130615234375,37.837426676888846,36.607711031581594,37.64823882181276,9688897
2020-08-25,37.60093688964844,38.83065234296428,36.465813544873185,38.310388529075766,19977937
2020-08-26,34.10097885131836,37.69553353538092,34.053682791355314,37.31716144721848,24584078
2020-08-27,33.67530822753906,34.715839624018884,32.30370440018097,32.823968294191786,35966922
2020-08-28,33.58071517944336,34.47935475804966,32.87126345030019,33.67530729994588,11471088
2020-08-31,31.405059814453125,33.95908642621864,30.601012461762668,33.5807107768987,32088139
2020-09-01,30.979393005371094,32.729372540917176,30.74290908929956,31.736140815108367,15592842
2020-09-02,31.97262954711914,32.1618174301648,29.891571854763747,30.93210160305613,21026938
2020-09-03,32.019920349121094,33.24963958242397,31.499656462662728,31.878032166518707,11820886
2020-09-04,31.215871810913086,32.019915550538414,30.506420178846877,30.55371623262644,7203886
2020-09-07,30.648313522338867,32.303700748825676,30.3645299681749,31.02668558046118,10849810
2020-09-08,31.35776710510254,32.16181093509675,30.648315393298937,31.026687474519388,11867040
2020-09-09,31.310468673706055,31.878032230631504,31.026688699472402,31.215876551780887,8702965
2020-09-10,32.11451721191406,33.344232880127834,31.54695363611352,31.78343755724918,13910126
2020-09-11,33.01315689086914,33.344232937646865,32.209109392545955,32.398297251472485,9395950
2020-09-14,35.709068298339844,35.75636435585137,33.24963722316184,33.34422933818489,18542385
2020-09-15,35.66176986694336,36.4185175621272,35.094206389212246,35.472582041032986,8480406
2020-09-16,34.95232391357422,35.850963526532134,34.76313605687915,35.850963526532134,6890294
2020-09-17,34.14827346801758,34.905024829274794,33.675305671460784,34.905024829274794,5485884
2020-09-18,35.14150619506836,35.56717429452722,34.1009749525549,34.14827100711059,7538021
2020-09-21,34.337459564208984,35.80365893736994,34.337459564208984,35.141506942589835,6963687
2020-09-22,33.76990509033203,35.28340076150962,33.67530935559699,34.14827720389727,7714000
2020-09-23,34.81043243408203,35.09421241746462,34.05368460890904,34.05368460890904,4327728
2020-09-24,34.337459564208984,34.810427336742045,34.14827173350421,34.479351339352,4822000
2020-09-25,33.249637603759766,34.76313311220028,33.202337937248934,34.76313311220028,11923000
2020-09-28,32.019920349121094,33.72260740801487,31.830736105651244,33.43882382589381,15484702
2020-09-29,32.35100173950195,32.82396959063953,31.5942538993735,32.44559386634614,3903450
